id	name	kind
Biological Process::GO:0021515	cell differentiation in spinal cord	Biological Process
Biological Process::GO:0021516	dorsal spinal cord development	Biological Process
Biological Process::GO:0021517	ventral spinal cord development	Biological Process
Biological Process::GO:0021520	spinal cord motor neuron cell fate specification	Biological Process
Biological Process::GO:0021521	ventral spinal cord interneuron specification	Biological Process
Biological Process::GO:0021522	spinal cord motor neuron differentiation	Biological Process
Biological Process::GO:0021523	somatic motor neuron differentiation	Biological Process
Biological Process::GO:0021524	visceral motor neuron differentiation	Biological Process
Biological Process::GO:0021526	medial motor column neuron differentiation	Biological Process
Biological Process::GO:0021527	spinal cord association neuron differentiation	Biological Process
Biological Process::GO:0021529	spinal cord oligodendrocyte cell differentiation	Biological Process
Biological Process::GO:0021530	spinal cord oligodendrocyte cell fate specification	Biological Process
Biological Process::GO:0021532	neural tube patterning	Biological Process
Biological Process::GO:0021533	cell differentiation in hindbrain	Biological Process
Biological Process::GO:0021534	cell proliferation in hindbrain	Biological Process
Biological Process::GO:0021535	cell migration in hindbrain	Biological Process
Biological Process::GO:0021536	diencephalon development	Biological Process
Biological Process::GO:0021537	telencephalon development	Biological Process
Biological Process::GO:0021538	epithalamus development	Biological Process
Biological Process::GO:0021539	subthalamus development	Biological Process
Biological Process::GO:0021540	corpus callosum morphogenesis	Biological Process
Biological Process::GO:0021542	dentate gyrus development	Biological Process
Biological Process::GO:0021543	pallium development	Biological Process
Biological Process::GO:0021544	subpallium development	Biological Process
Biological Process::GO:0021545	cranial nerve development	Biological Process
Biological Process::GO:0021546	rhombomere development	Biological Process
Biological Process::GO:0021548	pons development	Biological Process
Biological Process::GO:0021549	cerebellum development	Biological Process
Biological Process::GO:0021550	medulla oblongata development	Biological Process
Biological Process::GO:0021551	central nervous system morphogenesis	Biological Process
Biological Process::GO:0021553	olfactory nerve development	Biological Process
Biological Process::GO:0021554	optic nerve development	Biological Process
Biological Process::GO:0021555	midbrain-hindbrain boundary morphogenesis	Biological Process
Biological Process::GO:0021557	oculomotor nerve development	Biological Process
Biological Process::GO:0021558	trochlear nerve development	Biological Process
Biological Process::GO:0021559	trigeminal nerve development	Biological Process
Biological Process::GO:0021561	facial nerve development	Biological Process
Biological Process::GO:0021562	vestibulocochlear nerve development	Biological Process
Biological Process::GO:0021563	glossopharyngeal nerve development	Biological Process
Biological Process::GO:0021564	vagus nerve development	Biological Process
Biological Process::GO:0021568	rhombomere 2 development	Biological Process
Biological Process::GO:0021569	rhombomere 3 development	Biological Process
Biological Process::GO:0021570	rhombomere 4 development	Biological Process
Biological Process::GO:0021571	rhombomere 5 development	Biological Process
Biological Process::GO:0021575	hindbrain morphogenesis	Biological Process
Biological Process::GO:0021577	hindbrain structural organization	Biological Process
Biological Process::GO:0021578	hindbrain maturation	Biological Process
Biological Process::GO:0021586	pons maturation	Biological Process
Biological Process::GO:0021587	cerebellum morphogenesis	Biological Process
Biological Process::GO:0021589	cerebellum structural organization	Biological Process
Biological Process::GO:0021590	cerebellum maturation	Biological Process
Biological Process::GO:0021591	ventricular system development	Biological Process
Biological Process::GO:0021592	fourth ventricle development	Biological Process
Biological Process::GO:0021593	rhombomere morphogenesis	Biological Process
Biological Process::GO:0021602	cranial nerve morphogenesis	Biological Process
Biological Process::GO:0021603	cranial nerve formation	Biological Process
Biological Process::GO:0021604	cranial nerve structural organization	Biological Process
Biological Process::GO:0021610	facial nerve morphogenesis	Biological Process
Biological Process::GO:0021612	facial nerve structural organization	Biological Process
Biological Process::GO:0021615	glossopharyngeal nerve morphogenesis	Biological Process
Biological Process::GO:0021622	oculomotor nerve morphogenesis	Biological Process
Biological Process::GO:0021623	oculomotor nerve formation	Biological Process
Biological Process::GO:0021626	central nervous system maturation	Biological Process
Biological Process::GO:0021631	optic nerve morphogenesis	Biological Process
Biological Process::GO:0021633	optic nerve structural organization	Biological Process
Biological Process::GO:0021636	trigeminal nerve morphogenesis	Biological Process
Biological Process::GO:0021637	trigeminal nerve structural organization	Biological Process
Biological Process::GO:0021644	vagus nerve morphogenesis	Biological Process
Biological Process::GO:0021648	vestibulocochlear nerve morphogenesis	Biological Process
Biological Process::GO:0021650	vestibulocochlear nerve formation	Biological Process
Biological Process::GO:0021658	rhombomere 3 morphogenesis	Biological Process
Biological Process::GO:0021670	lateral ventricle development	Biological Process
Biological Process::GO:0021675	nerve development	Biological Process
Biological Process::GO:0021678	third ventricle development	Biological Process
Biological Process::GO:0021679	cerebellar molecular layer development	Biological Process
Biological Process::GO:0021680	cerebellar Purkinje cell layer development	Biological Process
Biological Process::GO:0021681	cerebellar granular layer development	Biological Process
Biological Process::GO:0021683	cerebellar granular layer morphogenesis	Biological Process
Biological Process::GO:0021684	cerebellar granular layer formation	Biological Process
Biological Process::GO:0021691	cerebellar Purkinje cell layer maturation	Biological Process
Biological Process::GO:0021692	cerebellar Purkinje cell layer morphogenesis	Biological Process
Biological Process::GO:0021693	cerebellar Purkinje cell layer structural organization	Biological Process
Biological Process::GO:0021694	cerebellar Purkinje cell layer formation	Biological Process
Biological Process::GO:0021695	cerebellar cortex development	Biological Process
Biological Process::GO:0021696	cerebellar cortex morphogenesis	Biological Process
Biological Process::GO:0021697	cerebellar cortex formation	Biological Process
Biological Process::GO:0021698	cerebellar cortex structural organization	Biological Process
Biological Process::GO:0021699	cerebellar cortex maturation	Biological Process
Biological Process::GO:0021700	developmental maturation	Biological Process
Biological Process::GO:0021702	cerebellar Purkinje cell differentiation	Biological Process
Biological Process::GO:0021707	cerebellar granule cell differentiation	Biological Process
Biological Process::GO:0021718	superior olivary nucleus development	Biological Process
Biological Process::GO:0021722	superior olivary nucleus maturation	Biological Process
Biological Process::GO:0021730	trigeminal sensory nucleus development	Biological Process
Biological Process::GO:0021740	principal sensory nucleus of trigeminal nerve development	Biological Process
Biological Process::GO:0021747	cochlear nucleus development	Biological Process
Biological Process::GO:0021750	vestibular nucleus development	Biological Process
Biological Process::GO:0021754	facial nucleus development	Biological Process
Biological Process::GO:0021756	striatum development	Biological Process
Biological Process::GO:0021759	globus pallidus development	Biological Process
Biological Process::GO:0021761	limbic system development	Biological Process
Biological Process::GO:0021762	substantia nigra development	Biological Process
Biological Process::GO:0021764	amygdala development	Biological Process
Biological Process::GO:0021766	hippocampus development	Biological Process
Biological Process::GO:0021769	orbitofrontal cortex development	Biological Process
Biological Process::GO:0021772	olfactory bulb development	Biological Process
Biological Process::GO:0021773	striatal medium spiny neuron differentiation	Biological Process
Biological Process::GO:0021775	smoothened signaling pathway involved in ventral spinal cord interneuron specification	Biological Process
Biological Process::GO:0021776	smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	Biological Process
Biological Process::GO:0021778	oligodendrocyte cell fate specification	Biological Process
Biological Process::GO:0021779	oligodendrocyte cell fate commitment	Biological Process
Biological Process::GO:0021780	glial cell fate specification	Biological Process
Biological Process::GO:0021781	glial cell fate commitment	Biological Process
Biological Process::GO:0021782	glial cell development	Biological Process
Biological Process::GO:0021783	preganglionic parasympathetic fiber development	Biological Process
Biological Process::GO:0021784	postganglionic parasympathetic fiber development	Biological Process
Biological Process::GO:0021785	branchiomotor neuron axon guidance	Biological Process
Biological Process::GO:0021794	thalamus development	Biological Process
Biological Process::GO:0021795	cerebral cortex cell migration	Biological Process
Biological Process::GO:0021796	cerebral cortex regionalization	Biological Process
Biological Process::GO:0021797	forebrain anterior/posterior pattern specification	Biological Process
Biological Process::GO:0021798	forebrain dorsal/ventral pattern formation	Biological Process
Biological Process::GO:0021799	cerebral cortex radially oriented cell migration	Biological Process
Biological Process::GO:0021800	cerebral cortex tangential migration	Biological Process
Biological Process::GO:0021801	cerebral cortex radial glia guided migration	Biological Process
Biological Process::GO:0021812	neuronal-glial interaction involved in cerebral cortex radial glia guided migration	Biological Process
Biological Process::GO:0021814	cell motility involved in cerebral cortex radial glia guided migration	Biological Process
Biological Process::GO:0021815	modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration	Biological Process
Biological Process::GO:0021816	extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration	Biological Process
Biological Process::GO:0021819	layer formation in cerebral cortex	Biological Process
Biological Process::GO:0021823	cerebral cortex tangential migration using cell-cell interactions	Biological Process
Biological Process::GO:0021824	cerebral cortex tangential migration using cell-axon interactions	Biological Process
Biological Process::GO:0021825	substrate-dependent cerebral cortex tangential migration	Biological Process
Biological Process::GO:0021826	substrate-independent telencephalic tangential migration	Biological Process
Biological Process::GO:0021827	postnatal olfactory bulb interneuron migration	Biological Process
Biological Process::GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	Biological Process
Biological Process::GO:0021830	interneuron migration from the subpallium to the cortex	Biological Process
Biological Process::GO:0021831	embryonic olfactory bulb interneuron precursor migration	Biological Process
Biological Process::GO:0021836	chemorepulsion involved in postnatal olfactory bulb interneuron migration	Biological Process
Biological Process::GO:0021840	directional guidance of interneurons involved in migration from the subpallium to the cortex	Biological Process
Biological Process::GO:0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex	Biological Process
Biological Process::GO:0021843	substrate-independent telencephalic tangential interneuron migration	Biological Process
Biological Process::GO:0021846	cell proliferation in forebrain	Biological Process
Biological Process::GO:0021847	ventricular zone neuroblast division	Biological Process
Biological Process::GO:0021849	neuroblast division in subventricular zone	Biological Process
Biological Process::GO:0021853	cerebral cortex GABAergic interneuron migration	Biological Process
Biological Process::GO:0021854	hypothalamus development	Biological Process
Biological Process::GO:0021855	hypothalamus cell migration	Biological Process
Biological Process::GO:0021856	hypothalamic tangential migration using cell-axon interactions	Biological Process
Biological Process::GO:0021859	pyramidal neuron differentiation	Biological Process
Biological Process::GO:0021860	pyramidal neuron development	Biological Process
Biological Process::GO:0021861	forebrain radial glial cell differentiation	Biological Process
Biological Process::GO:0021869	forebrain ventricular zone progenitor cell division	Biological Process
Biological Process::GO:0021871	forebrain regionalization	Biological Process
Biological Process::GO:0021872	forebrain generation of neurons	Biological Process
Biological Process::GO:0021873	forebrain neuroblast division	Biological Process
Biological Process::GO:0021877	forebrain neuron fate commitment	Biological Process
Biological Process::GO:0021879	forebrain neuron differentiation	Biological Process
Biological Process::GO:0021882	regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment	Biological Process
Biological Process::GO:0021884	forebrain neuron development	Biological Process
Biological Process::GO:0021885	forebrain cell migration	Biological Process
Biological Process::GO:0021886	hypothalamus gonadotrophin-releasing hormone neuron differentiation	Biological Process
Biological Process::GO:0021888	hypothalamus gonadotrophin-releasing hormone neuron development	Biological Process
Biological Process::GO:0021889	olfactory bulb interneuron differentiation	Biological Process
Biological Process::GO:0021891	olfactory bulb interneuron development	Biological Process
Biological Process::GO:0021892	cerebral cortex GABAergic interneuron differentiation	Biological Process
Biological Process::GO:0021893	cerebral cortex GABAergic interneuron fate commitment	Biological Process
Biological Process::GO:0021894	cerebral cortex GABAergic interneuron development	Biological Process
Biological Process::GO:0021895	cerebral cortex neuron differentiation	Biological Process
Biological Process::GO:0021896	forebrain astrocyte differentiation	Biological Process
Biological Process::GO:0021897	forebrain astrocyte development	Biological Process
Biological Process::GO:0021898	commitment of multipotent stem cells to neuronal lineage in forebrain	Biological Process
Biological Process::GO:0021902	commitment of neuronal cell to specific neuron type in forebrain	Biological Process
Biological Process::GO:0021903	rostrocaudal neural tube patterning	Biological Process
Biological Process::GO:0021904	dorsal/ventral neural tube patterning	Biological Process
Biological Process::GO:0021910	smoothened signaling pathway involved in ventral spinal cord patterning	Biological Process
Biological Process::GO:0021912	regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification	Biological Process
Biological Process::GO:0021913	regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification	Biological Process
Biological Process::GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning	Biological Process
Biological Process::GO:0021915	neural tube development	Biological Process
Biological Process::GO:0021924	cell proliferation in external granule layer	Biological Process
Biological Process::GO:0021930	cerebellar granule cell precursor proliferation	Biological Process
Biological Process::GO:0021932	hindbrain radial glia guided cell migration	Biological Process
Biological Process::GO:0021934	hindbrain tangential cell migration	Biological Process
Biological Process::GO:0021936	regulation of cerebellar granule cell precursor proliferation	Biological Process
Biological Process::GO:0021937	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation	Biological Process
Biological Process::GO:0021938	smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation	Biological Process
Biological Process::GO:0021940	positive regulation of cerebellar granule cell precursor proliferation	Biological Process
Biological Process::GO:0021941	negative regulation of cerebellar granule cell precursor proliferation	Biological Process
Biological Process::GO:0021942	radial glia guided migration of Purkinje cell	Biological Process
Biological Process::GO:0021943	formation of radial glial scaffolds	Biological Process
Biological Process::GO:0021952	central nervous system projection neuron axonogenesis	Biological Process
Biological Process::GO:0021953	central nervous system neuron differentiation	Biological Process
Biological Process::GO:0021954	central nervous system neuron development	Biological Process
Biological Process::GO:0021955	central nervous system neuron axonogenesis	Biological Process
Biological Process::GO:0021957	corticospinal tract morphogenesis	Biological Process
Biological Process::GO:0021960	anterior commissure morphogenesis	Biological Process
Biological Process::GO:0021965	spinal cord ventral commissure morphogenesis	Biological Process
Biological Process::GO:0021966	corticospinal neuron axon guidance	Biological Process
Biological Process::GO:0021978	telencephalon regionalization	Biological Process
Biological Process::GO:0021979	hypothalamus cell differentiation	Biological Process
Biological Process::GO:0021983	pituitary gland development	Biological Process
Biological Process::GO:0021984	adenohypophysis development	Biological Process
Biological Process::GO:0021985	neurohypophysis development	Biological Process
Biological Process::GO:0021986	habenula development	Biological Process
Biological Process::GO:0021987	cerebral cortex development	Biological Process
Biological Process::GO:0021988	olfactory lobe development	Biological Process
Biological Process::GO:0021997	neural plate axis specification	Biological Process
Biological Process::GO:0021999	neural plate anterior/posterior regionalization	Biological Process
Biological Process::GO:0022007	convergent extension involved in neural plate elongation	Biological Process
Biological Process::GO:0022009	central nervous system vasculogenesis	Biological Process
Biological Process::GO:0022010	central nervous system myelination	Biological Process
Biological Process::GO:0022011	myelination in peripheral nervous system	Biological Process
Biological Process::GO:0022027	interkinetic nuclear migration	Biological Process
Biological Process::GO:0022028	tangential migration from the subventricular zone to the olfactory bulb	Biological Process
Biological Process::GO:0022029	telencephalon cell migration	Biological Process
Biological Process::GO:0022030	telencephalon glial cell migration	Biological Process
Biological Process::GO:0022037	metencephalon development	Biological Process
Biological Process::GO:0022038	corpus callosum development	Biological Process
Biological Process::GO:0022400	regulation of rhodopsin mediated signaling pathway	Biological Process
Biological Process::GO:0022401	negative adaptation of signaling pathway	Biological Process
Biological Process::GO:0022404	molting cycle process	Biological Process
Biological Process::GO:0022405	hair cycle process	Biological Process
Biological Process::GO:0022406	membrane docking	Biological Process
Biological Process::GO:0022407	regulation of cell-cell adhesion	Biological Process
Biological Process::GO:0022408	negative regulation of cell-cell adhesion	Biological Process
Biological Process::GO:0022409	positive regulation of cell-cell adhesion	Biological Process
Biological Process::GO:0022410	circadian sleep/wake cycle process	Biological Process
Biological Process::GO:0022411	cellular component disassembly	Biological Process
Biological Process::GO:0022412	cellular process involved in reproduction in multicellular organism	Biological Process
Biological Process::GO:0022417	protein maturation by protein folding	Biological Process
Biological Process::GO:0022600	digestive system process	Biological Process
Biological Process::GO:0022601	menstrual cycle phase	Biological Process
Biological Process::GO:0022602	ovulation cycle process	Biological Process
Biological Process::GO:0022603	regulation of anatomical structure morphogenesis	Biological Process
Biological Process::GO:0022604	regulation of cell morphogenesis	Biological Process
Biological Process::GO:0022605	oogenesis stage	Biological Process
Biological Process::GO:0022612	gland morphogenesis	Biological Process
Biological Process::GO:0022613	ribonucleoprotein complex biogenesis	Biological Process
Biological Process::GO:0022614	membrane to membrane docking	Biological Process
Biological Process::GO:0022615	protein to membrane docking	Biological Process
Biological Process::GO:0022616	DNA strand elongation	Biological Process
Biological Process::GO:0022617	extracellular matrix disassembly	Biological Process
Biological Process::GO:0022618	ribonucleoprotein complex assembly	Biological Process
Biological Process::GO:0022898	regulation of transmembrane transporter activity	Biological Process
Biological Process::GO:0022900	electron transport chain	Biological Process
Biological Process::GO:0022904	respiratory electron transport chain	Biological Process
Biological Process::GO:0023014	signal transduction by protein phosphorylation	Biological Process
Biological Process::GO:0023019	signal transduction involved in regulation of gene expression	Biological Process
Biological Process::GO:0023021	termination of signal transduction	Biological Process
Biological Process::GO:0023035	CD40 signaling pathway	Biological Process
Biological Process::GO:0023041	neuronal signal transduction	Biological Process
Biological Process::GO:0023058	adaptation of signaling pathway	Biological Process
Biological Process::GO:0023061	signal release	Biological Process
Biological Process::GO:0030001	metal ion transport	Biological Process
Biological Process::GO:0030002	cellular anion homeostasis	Biological Process
Biological Process::GO:0030003	cellular cation homeostasis	Biological Process
Biological Process::GO:0030004	cellular monovalent inorganic cation homeostasis	Biological Process
Biological Process::GO:0030007	cellular potassium ion homeostasis	Biological Process
Biological Process::GO:0030010	establishment of cell polarity	Biological Process
Biological Process::GO:0030011	maintenance of cell polarity	Biological Process
Biological Process::GO:0030029	actin filament-based process	Biological Process
Biological Process::GO:0030031	cell projection assembly	Biological Process
Biological Process::GO:0030032	lamellipodium assembly	Biological Process
Biological Process::GO:0030033	microvillus assembly	Biological Process
Biological Process::GO:0030035	microspike assembly	Biological Process
Biological Process::GO:0030036	actin cytoskeleton organization	Biological Process
Biological Process::GO:0030038	contractile actin filament bundle assembly	Biological Process
Biological Process::GO:0030041	actin filament polymerization	Biological Process
Biological Process::GO:0030042	actin filament depolymerization	Biological Process
Biological Process::GO:0030046	parallel actin filament bundle assembly	Biological Process
Biological Process::GO:0030047	actin modification	Biological Process
Biological Process::GO:0030048	actin filament-based movement	Biological Process
Biological Process::GO:0030049	muscle filament sliding	Biological Process
Biological Process::GO:0030050	vesicle transport along actin filament	Biological Process
Biological Process::GO:0030070	insulin processing	Biological Process
Biological Process::GO:0030071	regulation of mitotic metaphase/anaphase transition	Biological Process
Biological Process::GO:0030072	peptide hormone secretion	Biological Process
Biological Process::GO:0030073	insulin secretion	Biological Process
Biological Process::GO:0030091	protein repair	Biological Process
Biological Process::GO:0030097	hemopoiesis	Biological Process
Biological Process::GO:0030098	lymphocyte differentiation	Biological Process
Biological Process::GO:0030099	myeloid cell differentiation	Biological Process
Biological Process::GO:0030100	regulation of endocytosis	Biological Process
Biological Process::GO:0030101	natural killer cell activation	Biological Process
Biological Process::GO:0030103	vasopressin secretion	Biological Process
Biological Process::GO:0030104	water homeostasis	Biological Process
Biological Process::GO:0030111	regulation of Wnt signaling pathway	Biological Process
Biological Process::GO:0030148	sphingolipid biosynthetic process	Biological Process
Biological Process::GO:0030149	sphingolipid catabolic process	Biological Process
Biological Process::GO:0030150	protein import into mitochondrial matrix	Biological Process
Biological Process::GO:0030155	regulation of cell adhesion	Biological Process
Biological Process::GO:0030157	pancreatic juice secretion	Biological Process
Biological Process::GO:0030162	regulation of proteolysis	Biological Process
Biological Process::GO:0030163	protein catabolic process	Biological Process
Biological Process::GO:0030166	proteoglycan biosynthetic process	Biological Process
Biological Process::GO:0030167	proteoglycan catabolic process	Biological Process
Biological Process::GO:0030168	platelet activation	Biological Process
Biological Process::GO:0030174	regulation of DNA-dependent DNA replication initiation	Biological Process
Biological Process::GO:0030177	positive regulation of Wnt signaling pathway	Biological Process
Biological Process::GO:0030178	negative regulation of Wnt signaling pathway	Biological Process
Biological Process::GO:0030183	B cell differentiation	Biological Process
Biological Process::GO:0030185	nitric oxide transport	Biological Process
Biological Process::GO:0030186	melatonin metabolic process	Biological Process
Biological Process::GO:0030187	melatonin biosynthetic process	Biological Process
Biological Process::GO:0030193	regulation of blood coagulation	Biological Process
Biological Process::GO:0030194	positive regulation of blood coagulation	Biological Process
Biological Process::GO:0030195	negative regulation of blood coagulation	Biological Process
Biological Process::GO:0030198	extracellular matrix organization	Biological Process
Biological Process::GO:0030199	collagen fibril organization	Biological Process
Biological Process::GO:0030200	heparan sulfate proteoglycan catabolic process	Biological Process
Biological Process::GO:0030201	heparan sulfate proteoglycan metabolic process	Biological Process
Biological Process::GO:0030202	heparin metabolic process	Biological Process
Biological Process::GO:0030203	glycosaminoglycan metabolic process	Biological Process
Biological Process::GO:0030204	chondroitin sulfate metabolic process	Biological Process
Biological Process::GO:0030205	dermatan sulfate metabolic process	Biological Process
Biological Process::GO:0030206	chondroitin sulfate biosynthetic process	Biological Process
Biological Process::GO:0030207	chondroitin sulfate catabolic process	Biological Process
Biological Process::GO:0030208	dermatan sulfate biosynthetic process	Biological Process
Biological Process::GO:0030210	heparin biosynthetic process	Biological Process
Biological Process::GO:0030212	hyaluronan metabolic process	Biological Process
Biological Process::GO:0030213	hyaluronan biosynthetic process	Biological Process
Biological Process::GO:0030214	hyaluronan catabolic process	Biological Process
Biological Process::GO:0030216	keratinocyte differentiation	Biological Process
Biological Process::GO:0030217	T cell differentiation	Biological Process
Biological Process::GO:0030218	erythrocyte differentiation	Biological Process
Biological Process::GO:0030219	megakaryocyte differentiation	Biological Process
Biological Process::GO:0030220	platelet formation	Biological Process
Biological Process::GO:0030221	basophil differentiation	Biological Process
Biological Process::GO:0030222	eosinophil differentiation	Biological Process
Biological Process::GO:0030223	neutrophil differentiation	Biological Process
Biological Process::GO:0030224	monocyte differentiation	Biological Process
Biological Process::GO:0030225	macrophage differentiation	Biological Process
Biological Process::GO:0030237	female sex determination	Biological Process
Biological Process::GO:0030238	male sex determination	Biological Process
Biological Process::GO:0030239	myofibril assembly	Biological Process
Biological Process::GO:0030240	skeletal muscle thin filament assembly	Biological Process
Biological Process::GO:0030241	skeletal muscle myosin thick filament assembly	Biological Process
Biological Process::GO:0030242	pexophagy	Biological Process
Biological Process::GO:0030252	growth hormone secretion	Biological Process
Biological Process::GO:0030258	lipid modification	Biological Process
Biological Process::GO:0030259	lipid glycosylation	Biological Process
Biological Process::GO:0030260	entry into host cell	Biological Process
Biological Process::GO:0030261	chromosome condensation	Biological Process
Biological Process::GO:0030262	apoptotic nuclear changes	Biological Process
Biological Process::GO:0030263	apoptotic chromosome condensation	Biological Process
Biological Process::GO:0030264	nuclear fragmentation involved in apoptotic nuclear change	Biological Process
Biological Process::GO:0030277	maintenance of gastrointestinal epithelium	Biological Process
Biological Process::GO:0030278	regulation of ossification	Biological Process
Biological Process::GO:0030279	negative regulation of ossification	Biological Process
Biological Process::GO:0030282	bone mineralization	Biological Process
Biological Process::GO:0030299	intestinal cholesterol absorption	Biological Process
Biological Process::GO:0030300	regulation of intestinal cholesterol absorption	Biological Process
Biological Process::GO:0030301	cholesterol transport	Biological Process
Biological Process::GO:0030307	positive regulation of cell growth	Biological Process
Biological Process::GO:0030308	negative regulation of cell growth	Biological Process
Biological Process::GO:0030309	poly-N-acetyllactosamine metabolic process	Biological Process
Biological Process::GO:0030311	poly-N-acetyllactosamine biosynthetic process	Biological Process
Biological Process::GO:0030316	osteoclast differentiation	Biological Process
Biological Process::GO:0030317	sperm motility	Biological Process
Biological Process::GO:0030318	melanocyte differentiation	Biological Process
Biological Process::GO:0030320	cellular monovalent inorganic anion homeostasis	Biological Process
Biological Process::GO:0030321	transepithelial chloride transport	Biological Process
Biological Process::GO:0030322	stabilization of membrane potential	Biological Process
Biological Process::GO:0030323	respiratory tube development	Biological Process
Biological Process::GO:0030324	lung development	Biological Process
Biological Process::GO:0030325	adrenal gland development	Biological Process
Biological Process::GO:0030326	embryonic limb morphogenesis	Biological Process
Biological Process::GO:0030327	prenylated protein catabolic process	Biological Process
Biological Process::GO:0030328	prenylcysteine catabolic process	Biological Process
Biological Process::GO:0030329	prenylcysteine metabolic process	Biological Process
Biological Process::GO:0030330	DNA damage response, signal transduction by p53 class mediator	Biological Process
Biological Process::GO:0030334	regulation of cell migration	Biological Process
Biological Process::GO:0030335	positive regulation of cell migration	Biological Process
Biological Process::GO:0030336	negative regulation of cell migration	Biological Process
Biological Process::GO:0030382	sperm mitochondrion organization	Biological Process
Biological Process::GO:0030388	fructose 1,6-bisphosphate metabolic process	Biological Process
Biological Process::GO:0030397	membrane disassembly	Biological Process
Biological Process::GO:0030422	production of siRNA involved in RNA interference	Biological Process
Biological Process::GO:0030423	targeting of mRNA for destruction involved in RNA interference	Biological Process
Biological Process::GO:0030431	sleep	Biological Process
Biological Process::GO:0030432	peristalsis	Biological Process
Biological Process::GO:0030433	ER-associated ubiquitin-dependent protein catabolic process	Biological Process
Biological Process::GO:0030449	regulation of complement activation	Biological Process
Biological Process::GO:0030450	regulation of complement activation, classical pathway	Biological Process
Biological Process::GO:0030451	regulation of complement activation, alternative pathway	Biological Process
Biological Process::GO:0030488	tRNA methylation	Biological Process
Biological Process::GO:0030490	maturation of SSU-rRNA	Biological Process
Biological Process::GO:0030497	fatty acid elongation	Biological Process
Biological Process::GO:0030500	regulation of bone mineralization	Biological Process
Biological Process::GO:0030501	positive regulation of bone mineralization	Biological Process
Biological Process::GO:0030502	negative regulation of bone mineralization	Biological Process
Biological Process::GO:0030505	inorganic diphosphate transport	Biological Process
Biological Process::GO:0030509	BMP signaling pathway	Biological Process
Biological Process::GO:0030510	regulation of BMP signaling pathway	Biological Process
Biological Process::GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	Biological Process
Biological Process::GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	Biological Process
Biological Process::GO:0030513	positive regulation of BMP signaling pathway	Biological Process
Biological Process::GO:0030514	negative regulation of BMP signaling pathway	Biological Process
Biological Process::GO:0030516	regulation of axon extension	Biological Process
Biological Process::GO:0030517	negative regulation of axon extension	Biological Process
Biological Process::GO:0030518	intracellular steroid hormone receptor signaling pathway	Biological Process
Biological Process::GO:0030520	intracellular estrogen receptor signaling pathway	Biological Process
Biological Process::GO:0030521	androgen receptor signaling pathway	Biological Process
Biological Process::GO:0030522	intracellular receptor signaling pathway	Biological Process
Biological Process::GO:0030534	adult behavior	Biological Process
Biological Process::GO:0030538	embryonic genitalia morphogenesis	Biological Process
Biological Process::GO:0030539	male genitalia development	Biological Process
Biological Process::GO:0030540	female genitalia development	Biological Process
Biological Process::GO:0030573	bile acid catabolic process	Biological Process
Biological Process::GO:0030574	collagen catabolic process	Biological Process
Biological Process::GO:0030575	nuclear body organization	Biological Process
Biological Process::GO:0030576	Cajal body organization	Biological Process
Biological Process::GO:0030578	PML body organization	Biological Process
Biological Process::GO:0030579	ubiquitin-dependent SMAD protein catabolic process	Biological Process
Biological Process::GO:0030581	symbiont intracellular protein transport in host	Biological Process
Biological Process::GO:0030593	neutrophil chemotaxis	Biological Process
Biological Process::GO:0030595	leukocyte chemotaxis	Biological Process
Biological Process::GO:0030638	polyketide metabolic process	Biological Process
Biological Process::GO:0030641	regulation of cellular pH	Biological Process
Biological Process::GO:0030643	cellular phosphate ion homeostasis	Biological Process
Biological Process::GO:0030644	cellular chloride ion homeostasis	Biological Process
Biological Process::GO:0030647	aminoglycoside antibiotic metabolic process	Biological Process
Biological Process::GO:0030656	regulation of vitamin metabolic process	Biological Process
Biological Process::GO:0030705	cytoskeleton-dependent intracellular transport	Biological Process
Biological Process::GO:0030718	germ-line stem cell population maintenance	Biological Process
Biological Process::GO:0030719	P granule organization	Biological Process
Biological Process::GO:0030728	ovulation	Biological Process
Biological Process::GO:0030730	sequestering of triglyceride	Biological Process
Biological Process::GO:0030799	regulation of cyclic nucleotide metabolic process	Biological Process
Biological Process::GO:0030800	negative regulation of cyclic nucleotide metabolic process	Biological Process
Biological Process::GO:0030801	positive regulation of cyclic nucleotide metabolic process	Biological Process
Biological Process::GO:0030802	regulation of cyclic nucleotide biosynthetic process	Biological Process
Biological Process::GO:0030803	negative regulation of cyclic nucleotide biosynthetic process	Biological Process
Biological Process::GO:0030804	positive regulation of cyclic nucleotide biosynthetic process	Biological Process
