Ella Lannister,ALLIED_WITH,House Lannister of Casterly Rock
House Nymeros Martell of Sunspear,IN_REGION,Dorne
Lharys,ALLIED_WITH,House Bracken of Stone Hedge
House Swygert,SWORN_TO,House Baratheon of Storm's End
Frankyln Fowler,ALLIED_WITH,House Fowler of Skyreach
Wylis Manderly,HEIR_TO,House Manderly of White Harbor
Rolfe,ALLIED_WITH,House Greyjoy of Pyke
House Thenn,LED_BY,Sigorn
Lucias Vypren,ALLIED_WITH,House Vypren
Walder Frey,SPOUSE,Annara Farring
The Eyrie (summer),SEAT_OF,House Arryn of the Eyrie
Roslin Frey,SPOUSE,Edmure Tully
House Torrent of Littlesister,LED_BY,Alesandor Torrent
House Hornwood of Hornwood,IN_REGION,The North
Corpse Lake,SEAT_OF,House Goodbrother of Corpse Lake
House Redding,SWORN_TO,House Tyrell of Highgarden
House Woods,IN_REGION,The North
Highgarden,SEAT_OF,House Gardener of Highgarden
Mylenda Caron,ALLIED_WITH,House Caron of Nightsong
Gwyneth Yronwood,ALLIED_WITH,House Yronwood of Yronwood
Elbert Arryn,ALLIED_WITH,House Arryn of the Eyrie
Alys Beesbury,ALLIED_WITH,House Beesbury of Honeyholt
Rosby,SEAT_OF,House Rosby of Rosby
House Hewett of Oakenshield,LED_BY,Humfrey Hewett
Titus Peake,ALLIED_WITH,House Peake of Starpike
House Harte,SWORN_TO,House Baratheon of King's Landing
House Bar Emmon of Sharp Point,IN_REGION,The Crownlands
Steffon Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath
Ben,ALLIED_WITH,House Bolton of the Dreadfort
Atranta,SEAT_OF,House Vance of Atranta
House Middlebury,IN_REGION,The Reach
House Vikary,LED_BY,Lymond Vikary
Theomar Smallwood,ALLIED_WITH,House Smallwood of Acorn Hall
House Branfield,IN_REGION,The North
House Qoherys of Harrenhal,SWORN_TO,House Tully of Riverrun
Eustace Brune,ALLIED_WITH,House Brune of the Dyre Den
Edric Dayne,ALLIED_WITH,House Dayne of Starfall
Unknown,ALLIED_WITH,House Butterwell
Duncan Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Qyburn,ALLIED_WITH,House Lannister of Casterly Rock
Oldstones,SEAT_OF,House Mudd of Oldstones
Qarlton Chelsted,ALLIED_WITH,House Chelsted
Oswell Whent,ALLIED_WITH,House Whent of Harrenhal
Cleos Frey,SPOUSE,Jeyne Darry
Jon Bulwer,ALLIED_WITH,House Bulwer of Blackcrown
House Moreland,SWORN_TO,House Lannister of Casterly Rock
House Swann of Stonehelm,SWORN_TO,House Baratheon of Storm's End
House Roxton of the Ring,SWORN_TO,House Tyrell of Highgarden
Robin Peasebury,ALLIED_WITH,House Peasebury of Poddingfield
House Ferren,SWORN_TO,House Lannister of Casterly Rock
House Liddle,LED_BY,Torren Liddle
Creighton Redfort,ALLIED_WITH,House Redfort of Redfort
House Penrose of Parchments,SWORN_TO,House Baratheon of Storm's End
House Goodbrother of Downdelving,BRANCH_OF,House Goodbrother of Hammerhorn
House Wode,SWORN_TO,House Baelish of Harrenhal
Elia Martell,ALLIED_WITH,House Nymeros Martell of Sunspear
Jon Arryn,SPOUSE,Lysa Arryn
House Hamell,IN_REGION,The Westerlands
House Staedmon of Broad Arch,SWORN_TO,House Baratheon of Storm's End
House Garner,SWORN_TO,House Lannister of Casterly Rock
House Darry of Darry,SWORN_TO,House Baelish of Harrenhal
Victaria Tyrell,SPOUSE,Jon Bulwer
House Harlton,IN_REGION,The Riverlands
House Darklyn of Duskendale,SWORN_TO,House Targaryen of King's Landing
Marya Seaworth,SPOUSE,Davos Seaworth
Henly,ALLIED_WITH,House Slate of Blackpool
Elmar Frey,ALLIED_WITH,House Frey of the Crossing
Ynys Yronwood,ALLIED_WITH,House Allyrion of Godsgrace
Benedict Broom,ALLIED_WITH,House Broom
Shortear,ALLIED_WITH,House Lannister of Casterly Rock
Humfrey Wagstaff,ALLIED_WITH,House Grandison of Grandview
Gwayne Hightower,ALLIED_WITH,House Hightower of the Hightower
House Charlton,IN_REGION,The Riverlands
Jeyne Goodbrook,ALLIED_WITH,House Goodbrook
Moon Boy,ALLIED_WITH,House Baratheon of King's Landing
Sylva Santagar,SPOUSE,Eldon Estermont
Betha Blackwood,ALLIED_WITH,House Targaryen of King's Landing
House Goodbrother of Downdelving,SWORN_TO,House Goodbrother of Hammerhorn
Olene Tyrell,SPOUSE,Leo Blackbar
House Moore,IN_REGION,The Vale
House Manwoody of Kingsgrave,SWORN_TO,House Nymeros Martell of Sunspear
Gilbert of the Vines,ALLIED_WITH,House Redwyne of the Arbor
Asha Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
House Sloane,IN_REGION,The Reach
Kirth Vance,ALLIED_WITH,House Vance of Atranta
Desmond Redwyne,ALLIED_WITH,House Redwyne of the Arbor
Mina Tyrell,ALLIED_WITH,House Redwyne of the Arbor
Erryk,ALLIED_WITH,House Tyrell of Highgarden
Franklyn Frey,ALLIED_WITH,House Frey of the Crossing
Porridge,ALLIED_WITH,House Baratheon of Dragonstone
Philip Foote,ALLIED_WITH,House Foote of Nightsong
Harren Botley,ALLIED_WITH,House Botley of Lordsport
House Yronwood of Yronwood,IN_REGION,Dorne
Halys Hornwood,ALLIED_WITH,House Hornwood of Hornwood
Paxter Redwyne,ALLIED_WITH,House Redwyne of the Arbor
Steffon Stackspear,ALLIED_WITH,House Stackspear
Myranda Lefford,ALLIED_WITH,House Lefford of the Golden Tooth
House Stackhouse,SWORN_TO,House Tyrell of Highgarden
Brandon Tallhart,ALLIED_WITH,House Tallhart of Torrhen's Square
Parmen Crane,ALLIED_WITH,House Crane of Red Lake
Garth Greenhand,PARENT_OF,Garth the Gardener
Skahaz mo Kandaq,ALLIED_WITH,House Targaryen of King's Landing
Uthor Tollett,ALLIED_WITH,House Tollett of the Grey Glen
Oswell Kettleblack,ALLIED_WITH,House Baelish of Harrenhal
Desmond,ALLIED_WITH,House Stark of Winterfell
Reznak mo Reznak,ALLIED_WITH,House Targaryen of King's Landing
House Melcolm of Old Anchor,IN_REGION,The Vale
House Jordayne of the Tor,LED_BY,Trebor Jordayne
House Wells,IN_REGION,Dorne
Walda Rivers,ALLIED_WITH,House Frey of the Crossing
House Prester of Feastfires,IN_REGION,The Westerlands
House Chyttering,IN_REGION,The Crownlands
Steffon Baratheon,ALLIED_WITH,House Baratheon of Storm's End
House Vaith of the Red Dunes,LED_BY,Daeron Vaith
Martyn Rivers,ALLIED_WITH,House Frey of the Crossing
House Harlaw of Grey Garden,IN_REGION,Iron Islands
Bennis,ALLIED_WITH,House Osgrey of Standfast
House Hunt,SWORN_TO,House Tarly of Horn Hill
House Fowler of Skyreach,LED_BY,Frankyln Fowler
House Elesham of the Paps,IN_REGION,The Vale
Jon Connington,ALLIED_WITH,House Connington of Griffin's Roost
House Karstark of Karhold,FOUNDED_BY,Karlon Stark
Jared Frey,ALLIED_WITH,House Frey of the Crossing
Quentyn Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall
Balman Byrch,ALLIED_WITH,House Byrch
Hosman Norcross,SPOUSE,Delena Florent
House Oakheart of Old Oak,FOUNDED_BY,John the Oak
House Moss,SWORN_TO,House Bolton of the Dreadfort
Wulfe,ALLIED_WITH,House Greyjoy of Pyke
House Wylde of Rain House,SWORN_TO,House Baratheon of Storm's End
House Shell,IN_REGION,The Vale
Craster,SPOUSE,Dyah
Sealskin Point,SEAT_OF,House Farwynd of Sealskin Point
House Spicer of Castamere,LED_BY,Rolph Spicer
Megga Tyrell,ALLIED_WITH,House Tyrell of Highgarden
Quellon Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
Victaria Tyrell,ALLIED_WITH,House Tyrell of Highgarden
The Last Hearth,SEAT_OF,House Umber of the Last Hearth
Wylla Manderly,ALLIED_WITH,House Manderly of White Harbor
Rodrik Stark,ALLIED_WITH,House Stark of Winterfell
House Harlaw of Grey Garden,BRANCH_OF,House Harlaw of Harlaw
House Vikary,IN_REGION,The Westerlands
Aelinor Penrose,ALLIED_WITH,House Targaryen of King's Landing
Clegane's Keep,SEAT_OF,House Clegane
Mandon Moore,ALLIED_WITH,House Moore
Harra,ALLIED_WITH,House Whent of Harrenhal
Eldon Estermont,ALLIED_WITH,House Estermont of Greenstone
House Ball,SWORN_TO,House Tyrell of Highgarden
Catelyn Stark,ALLIED_WITH,House Stark of Winterfell
Oberyn Nymeros Martell,SPOUSE,Ellaria Sand
House Orme,IN_REGION,The Reach
House Botley of Lordsport,IN_REGION,Iron Islands
Arra Norrey,ALLIED_WITH,House Stark of Winterfell
Selwyn Tarth,ALLIED_WITH,House Tarth of Evenfall Hall
Humfrey Wagstaff,ALLIED_WITH,House Wagstaff
Lyonel Frey,ALLIED_WITH,House Frey of Riverrun
Denys Mallister,ALLIED_WITH,House Mallister of Seagard
House Baelish of the Fingers,IN_REGION,The Vale
Stonehelm,SEAT_OF,House Swann of Stonehelm
House Kenning of Kayce,FOUNDED_BY,Herrock Kenning
House Grandison of Grandview,SWORN_TO,House Baratheon of Storm's End
Gates of the Moon (winter),SEAT_OF,House Arryn of the Eyrie
Osbert Serry,ALLIED_WITH,House Serry of Southshield
Deana Hardyng,ALLIED_WITH,House Hardyng
Oberyn Nymeros Martell,ALLIED_WITH,House Nymeros Martell of Sunspear
Hoare Castle,SEAT_OF,House Hoare of Orkmont
House Mallister of Seagard,LED_BY,Jason Mallister
Harrenhal,SEAT_OF,House Harroway of Harrenhal
Moribald Chester,ALLIED_WITH,House Chester of Greenshield
Elyana Vypren,ALLIED_WITH,House Vypren
Extinct (formerly Leafy Lake),SEAT_OF,House Osgrey of Leafy Lake
Rohanne Webber,ALLIED_WITH,House Webber of Coldmoat
House Estermont of Greenstone,LED_BY,Eldon Estermont
Jon Fossoway,ALLIED_WITH,House Fossoway of New Barrel
Naerys Targaryen,PARENT_OF,Daeron II
Colin Florent,ALLIED_WITH,House Florent of Brightwater Keep
House Tully of Riverrun,SWORN_TO,House Stark of Winterfell
Perra Frey,ALLIED_WITH,House Frey of the Crossing
Edmure Tully,ALLIED_WITH,House Tully of Riverrun
Deepdown,SEAT_OF,House Crowl of Deepdown
Appleton,SEAT_OF,House Appleton of Appleton
House Grimm of Greyshield,IN_REGION,The Reach
House Orkwood of Orkmont,IN_REGION,Iron Islands
Roryn Drumm,ALLIED_WITH,House Drumm of Old Wyk
House Templeton,SWORN_TO,House Arryn of the Eyrie
Jeyne Fossoway,ALLIED_WITH,House Fossoway of New Barrel
"Harridan Hill, Harlaw",SEAT_OF,House Harlaw of Harridan Hill
Leona Tyrell,ALLIED_WITH,House Tyrell of Highgarden
Casterly Rock,SEAT_OF,House Lannister of Casterly Rock
Butterbumps,ALLIED_WITH,House Tyrell of Highgarden
Della Frey,ALLIED_WITH,House Frey of the Crossing
House Stokeworth of Stokeworth,SWORN_TO,House Baratheon of King's Landing
Mors Umber,ALLIED_WITH,House Umber of the Last Hearth
Lymond Mallister,ALLIED_WITH,House Mallister of Seagard
Jena Dondarrion,ALLIED_WITH,House Targaryen of King's Landing
House Darry of Darry,LED_BY,Mariya Darry
Yohn Royce,ALLIED_WITH,House Royce of Runestone
Banefort,SEAT_OF,House Banefort of Banefort
Daenerys Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Cerenna Lannister,ALLIED_WITH,House Lannister of Casterly Rock
Maron Volmark,ALLIED_WITH,House Volmark
House Vance of Wayfarer's Rest,FOUNDED_BY,Armistead Vance
House Bushy,SWORN_TO,House Tyrell of Highgarden
Jon Wylde,ALLIED_WITH,House Wylde of Rain House
Rook's Rest,SEAT_OF,House Staunton of Rook's Rest
Alysanne Hightower,ALLIED_WITH,House Hightower of the Hightower
Endrew Tarth,ALLIED_WITH,House Tarth of Evenfall Hall
Nestor Royce,ALLIED_WITH,House Royce of the Gates of the Moon
Tytos Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall
House Harte,IN_REGION,The Crownlands
Robert Paege,ALLIED_WITH,House Paege
Donnel Haigh,ALLIED_WITH,House Haigh
Brynden Blackwood,HEIR_TO,House Blackwood of Raventree Hall
Cassana Estermont,PARENT_OF,Robert I Baratheon
Rolland Uffering,ALLIED_WITH,House Uffering
House Bole,SWORN_TO,House Glover of Deepwood Motte
Sandor Frey,ALLIED_WITH,House Frey of the Crossing
Larra Blackmont,ALLIED_WITH,House Blackmont of Blackmont
House Manwoody of Kingsgrave,IN_REGION,Dorne
Sow's Horn,SEAT_OF,House Hogg of Sow's Horn
House Hoare of Orkmont,IN_REGION,Iron Islands
House Durwell,SWORN_TO,House Tyrell of Highgarden
Myria Jordayne,ALLIED_WITH,House Jordayne of the Tor
Johanna Lannister,ALLIED_WITH,House Westerling of the Crag
Karhold,SEAT_OF,House Karstark of Karhold
House Poole,IN_REGION,The North
House Hayford of Hayford,SWORN_TO,House Baratheon of King's Landing
Anders Yronwood,ALLIED_WITH,House Yronwood of Yronwood
Elaena Targaryen,SPOUSE,Ossifer Plumm
House Trant of Gallowsgrey,SWORN_TO,House Baratheon of Storm's End
Jonos Frey,ALLIED_WITH,House Frey of the Crossing
House Woodwright,SWORN_TO,House Tyrell of Highgarden
Theomar Smallwood,SPOUSE,Ravella Swann
House Moreland,FOUNDED_BY,Pate
Hugo Wull,ALLIED_WITH,House Wull
House Clifton,IN_REGION,The Westerlands
Aegon Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Illyrio Mopatis,SPOUSE,Serra
Harras Harlaw,ALLIED_WITH,House Harlaw of Grey Garden
Brienne of Tarth,ALLIED_WITH,House Stark of Winterfell
Myles,ALLIED_WITH,House Nymeros Martell of Sunspear
Alannys Harlaw,SPOUSE,Balon Greyjoy
House Dustin of Barrowton,LED_BY,Barbrey Dustin
Colemon,ALLIED_WITH,House Arryn of the Eyrie
Gawen Wylde,ALLIED_WITH,House Wylde of Rain House
Tristan Ryger,ALLIED_WITH,House Ryger of Willow Wood
Alysanne Farman,ALLIED_WITH,House Lannister of Casterly Rock
House Fossoway of New Barrel,FOUNDED_BY,Raymun Fossoway
Maldon Massey,ALLIED_WITH,House Massey of Stonedance
Falyse Stokeworth,ALLIED_WITH,House Byrch
House Shawney,IN_REGION,The Riverlands
Lothor Brune,ALLIED_WITH,House Brune of Brownhollow
House Dalt of Lemonwood,IN_REGION,Dorne
House Codd,IN_REGION,Iron Islands
Steffon Stackspear,HEIR_TO,House Stackspear
Bonifer Hasty,ALLIED_WITH,House Hasty
House Locke of Oldcastle,IN_REGION,The North
Joffrey Lonmouth,ALLIED_WITH,House Lonmouth
Dagon Ironmaker,ALLIED_WITH,House Ironmaker
Hallis Mollen,ALLIED_WITH,House Stark of Winterfell
Sharna,SPOUSE,Husband
Lord Caswell,ALLIED_WITH,House Caswell of Bitterbridge
Baelon Targaryen,SPOUSE,Alyssa Targaryen
House Lychester,IN_REGION,The Riverlands
House Osgrey of Leafy Lake,IN_REGION,The Reach
House Banefort of Banefort,SWORN_TO,House Lannister of Casterly Rock
Robin Hollard,ALLIED_WITH,House Hollard
Dickon Manwoody,ALLIED_WITH,House Manwoody of Kingsgrave
House Greenfield of Greenfield,SWORN_TO,House Lannister of Casterly Rock
Barthogan Stark,ALLIED_WITH,House Stark of Winterfell
House Wode,IN_REGION,The Riverlands
Brownhollow,SEAT_OF,House Brune of Brownhollow
House Royce of the Gates of the Moon,IN_REGION,The Vale
Rakharo,ALLIED_WITH,House Targaryen of King's Landing
Cortnay Penrose,ALLIED_WITH,House Penrose of Parchments
Loreza Sand,ALLIED_WITH,House Nymeros Martell of Sunspear
House Coldwater of Coldwater Burn,SWORN_TO,House Royce of Runestone
House Reyne of Castamere,IN_REGION,The Westerlands
Rolland Darklyn,ALLIED_WITH,House Darklyn of Duskendale
House Ironsmith,SWORN_TO,House Bolton of the Dreadfort
Samwell Spicer,ALLIED_WITH,House Spicer of Castamere
Ryman Frey,ALLIED_WITH,House Frey of the Crossing
Clarence Crabb,ALLIED_WITH,House Crabb
Aemon Costayne,ALLIED_WITH,House Costayne of Three Towers
House Norridge,SWORN_TO,House Tyrell of Highgarden
House Blackbar of Bandallon,SWORN_TO,House Tyrell of Highgarden
Torren Liddle,ALLIED_WITH,House Liddle
House Bolling,BRANCH_OF,House Durrandon
Bayard Norcross,ALLIED_WITH,House Norcross
House Frey of Riverrun,IN_REGION,The Riverlands
Luthor Tyrell,SPOUSE,Elyn Norridge
Raymund Tyrell,ALLIED_WITH,House Tyrell of Highgarden
House Jast,LED_BY,Antario Jast
Willas Tyrell,HEIR_TO,House Tyrell of Highgarden
House Baelish of Harrenhal,LED_BY,Petyr Baelish
House Myre of Harlaw,IN_REGION,Iron Islands
Vaemond Velaryon,ALLIED_WITH,House Velaryon of Driftmark
Rhaenyra Targaryen,PARENT_OF,Aegon III
House Estermont of Greenstone,IN_REGION,The Stormlands
Rolland Storm,ALLIED_WITH,House Caron of Nightsong
House Banefort of Banefort,IN_REGION,The Westerlands
Selyse Florent,ALLIED_WITH,House Florent of Brightwater Keep
House Hawick of Saltpans,IN_REGION,The Riverlands
House Peckledon,IN_REGION,The Westerlands
House Blackwood of Raventree Hall,LED_BY,Tytos Blackwood
Yandry,ALLIED_WITH,House Targaryen of King's Landing
Rhaelle Targaryen,SPOUSE,Ormund Baratheon
formerly Coldmoat,SEAT_OF,House Webber of Coldmoat
Shiera Crakehall,SPOUSE,Damion Lannister
Gilwood Hunter,ALLIED_WITH,House Hunter of Longbow Hall
Donnor Stark,ALLIED_WITH,House Stark of Winterfell
Snakewood,SEAT_OF,House Lynderly of the Snakewood
House Celtigar of Claw Isle,LED_BY,Ardrian Celtigar
Pate,ALLIED_WITH,House Frey of the Crossing
House Ryswell of the Rills,SWORN_TO,House Bolton of the Dreadfort
House Tarbeck of Tarbeck Hall,IN_REGION,The Westerlands
Areo Hotah,ALLIED_WITH,House Nymeros Martell of Sunspear
Iron Holt,SEAT_OF,House Wynch of Iron Holt
Rohanne Webber,ALLIED_WITH,House Lannister of Casterly Rock
Alesander Frey,ALLIED_WITH,House Frey of the Crossing
House Woodfoot of Bear Island,IN_REGION,The North
House Risley,SWORN_TO,House Tyrell of Highgarden
House Manderly of White Harbor,SWORN_TO,House Bolton of the Dreadfort
House Clifton,SWORN_TO,House Farman of Faircastle
Umfred,ALLIED_WITH,House Baelish of the Fingers
Beony Beesbury,ALLIED_WITH,House Frey of the Crossing
Belandra,ALLIED_WITH,House Nymeros Martell of Sunspear
Rhaena Targaryen,ALLIED_WITH,House Targaryen of King's Landing
Stonedance,SEAT_OF,House Massey of Stonedance
Domeric Bolton,ALLIED_WITH,House Bolton of the Dreadfort
Maron Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
House Slynt of Harrenhal,FOUNDED_BY,Janos Slynt
Brandon Stark,PARENT_OF,Brandon Stark
Peter Plumm,ALLIED_WITH,House Plumm
House Mertyns of Mistwood,IN_REGION,The Stormlands
Russell Merryweather,ALLIED_WITH,House Merryweather of Longtable
Harwin Strong,ALLIED_WITH,House Strong of Harrenhal
House Costayne of Three Towers,SWORN_TO,House Hightower of the Hightower
The Arbor,SEAT_OF,House Redwyne of the Arbor
Aemma Arryn,ALLIED_WITH,House Arryn of the Eyrie
Rhaenys Targaryen,SPOUSE,Corlys Velaryon
Gascoyne,ALLIED_WITH,House Nymeros Martell of Sunspear
Dickon Frey,ALLIED_WITH,House Frey of the Crossing
Grimston,SEAT_OF,House Grimm of Greyshield
Armond Caswell,ALLIED_WITH,House Caswell of Bitterbridge
House Goodbrother of Hammerhorn,IN_REGION,Iron Islands
Jeyne Fossoway,SPOUSE,Gunthor Hightower
Walder Frey,SPOUSE,Perra Royce
Monford Velaryon,ALLIED_WITH,House Velaryon of Driftmark
Josua Willum,ALLIED_WITH,House Willum
Cletus Yronwood,ALLIED_WITH,House Yronwood of Yronwood
House Stonetree of Harlaw,SWORN_TO,House Harlaw of Harlaw
House Tallhart of Torrhen's Square,LED_BY,Eddara Tallhart
Tyrion Lannister,ALLIED_WITH,House Lannister of Casterly Rock
Lewys Piper,ALLIED_WITH,House Piper of Pinkmaiden
House Strickland,LED_BY,Harry Strickland
House Greenfield of Greenfield,LED_BY,Garth Greenfield
Daemon Sand,ALLIED_WITH,House Allyrion of Godsgrace
House Tyrell of Highgarden,SWORN_TO,House Baratheon of King's Landing
Robert I Baratheon,SPOUSE,Cersei Lannister
Gwyneth Yronwood,HEIR_TO,House Yronwood of Yronwood
House Selmy of Harvest Hall,LED_BY,Arstan Selmy
House Greystark of Wolf's Den,IN_REGION,The North
Melantha Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall
Cregan Stark,ALLIED_WITH,House Stark of Winterfell
Duram Bar Emmon,ALLIED_WITH,House Bar Emmon of Sharp Point
Myrcella Baratheon,ALLIED_WITH,House Baratheon of King's Landing
Eddard Karstark,ALLIED_WITH,House Karstark of Karhold
Hyle Hunt,ALLIED_WITH,House Hunt
House Drumm of Old Wyk,SWORN_TO,House Greyjoy of Pyke
House Goodbrother of Hammerhorn,SWORN_TO,House Greyjoy of Pyke
House Staedmon of Broad Arch,IN_REGION,The Stormlands
Steffon Darklyn,ALLIED_WITH,House Darklyn of Duskendale
Perra Royce,ALLIED_WITH,House Royce of Runestone
Halmon Paege,ALLIED_WITH,House Paege
House Wayn,SWORN_TO,House Tully of Riverrun
Senelle,ALLIED_WITH,House Lannister of Casterly Rock
Quickfinger,ALLIED_WITH,House Blackfyre of King's Landing
Mallor,ALLIED_WITH,House Lannister of Casterly Rock
Ellyn Reyne,ALLIED_WITH,House Reyne of Castamere
Calon,ALLIED_WITH,House Stark of Winterfell
Addam Frey,ALLIED_WITH,House Frey of the Crossing
Davos Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath
Ryon Allyrion,ALLIED_WITH,House Allyrion of Godsgrace
Loras Tyrell,ALLIED_WITH,House Tyrell of Highgarden
Nightsong,SEAT_OF,House Caron of Nightsong
Nage,ALLIED_WITH,House Bolton of the Dreadfort
Branston Cuy,ALLIED_WITH,House Cuy of Sunhouse
Wyl Waynwood,ALLIED_WITH,House Waynwood of Ironoaks
House Wensington,BRANCH_OF,House Baratheon of Storm's End
House Moreland,LED_BY,Robin Moreland
Daenaera Velaryon,PARENT_OF,Daena Targaryen
Ethan Glover,ALLIED_WITH,House Glover of Deepwood Motte
Quentyn Qorgyle,ALLIED_WITH,House Qorgyle of Sandstone
House Peasebury of Poddingfield,SWORN_TO,House Baratheon of Dragonstone
House Tyrell of Brightwater Keep,BRANCH_OF,House Tyrell of Highgarden
Gerold Grafton,ALLIED_WITH,House Grafton of Gulltown
Robin Greyjoy,ALLIED_WITH,House Greyjoy of Pyke
Elenei,ALLIED_WITH,House Durrandon
House Goodbrook,IN_REGION,The Riverlands
House Lorch,SWORN_TO,House Lannister of Casterly Rock
Bertram Beesbury,ALLIED_WITH,House Beesbury of Honeyholt
House Fisher of the Stony Shore,SWORN_TO,House Stark of Winterfell
House Targaryen of King's Landing,IN_REGION,The Crownlands
House Vyrwel of Darkdell,SWORN_TO,House Tyrell of Highgarden
Lucifer Hardy,ALLIED_WITH,House Hardy
Shadrich,ALLIED_WITH,House Baelish of Harrenhal
Tion Frey,ALLIED_WITH,House Frey of the Crossing
Horton Redfort,ALLIED_WITH,House Redfort of Redfort
Runcel Hightower,ALLIED_WITH,House Hightower of the Hightower
Gyles Grafton,ALLIED_WITH,House Grafton of Gulltown
Rhaego,ALLIED_WITH,House Targaryen of King's Landing
Leo Tyrell,ALLIED_WITH,House Tyrell of Highgarden
House Brune of Brownhollow,BRANCH_OF,House Brune of the Dyre Den
Jocelyn Swyft,ALLIED_WITH,House Swyft of Cornfield
Wynafrei Whent,ALLIED_WITH,House Whent of Harrenhal
Gormond Goodbrother,ALLIED_WITH,House Goodbrother of Hammerhorn
Merrell Florent,ALLIED_WITH,House Florent of Brightwater Keep
House Dargood,IN_REGION,The Crownlands
The Tickler,ALLIED_WITH,House Clegane
Rodrik Harlaw,ALLIED_WITH,House Harlaw of Harlaw
House Qoherys of Harrenhal,IN_REGION,The Riverlands
House Merryweather of Longtable,IN_REGION,The Reach
Heart's Home,SEAT_OF,House Corbray of Heart's Home
Lorent Lorch,ALLIED_WITH,House Lorch
House Piper of Pinkmaiden,LED_BY,Clement Piper
Bryen Farring,ALLIED_WITH,House Farring
Garrison Prester,ALLIED_WITH,House Prester of Feastfires
Perriane Frey,SPOUSE,Leslyn Haigh
Monterys Velaryon,ALLIED_WITH,House Velaryon of Driftmark
House Dunn,IN_REGION,The Reach
House Tallhart of Torrhen's Square,IN_REGION,The North
Lymond Goodbrook,ALLIED_WITH,House Goodbrook
House Whitehill,IN_REGION,The North
Cynthea Frey,ALLIED_WITH,House Frey of the Crossing
Misty Isle,SEAT_OF,House Fisher
Garse Flowers,ALLIED_WITH,House Tyrell of Highgarden
Sandor Clegane,ALLIED_WITH,House Lannister of Casterly Rock
Saltpans,SEAT_OF,House Cox of Saltpans
Amberly,SEAT_OF,House Rogers of Amberly
Wylis Manderly,SPOUSE,Leona Woolfield
Tommard Heddle,ALLIED_WITH,House Blackfyre of King's Landing
Arya Flint,SPOUSE,Rodrik Stark
Velaena Velaryon,PARENT_OF,Aegon I
House Cassel,LED_BY,Beth Cassel
Jorah Mormont,ALLIED_WITH,House Mormont of Bear Island
House Orme,SWORN_TO,House Tyrell of Highgarden
House Arryn of Gulltown,BRANCH_OF,House Arryn of the Eyrie
House Melcolm of Old Anchor,SWORN_TO,House Arryn of the Eyrie
House Dayne of Starfall,IN_REGION,Dorne
House Farring,IN_REGION,The Crownlands
Amabel,ALLIED_WITH,House Whent of Harrenhal
Alester Florent,ALLIED_WITH,House Florent of Brightwater Keep
Danwell Frey,ALLIED_WITH,House Frey of the Crossing
House Kenning of Harlaw,SWORN_TO,House Harlaw of Harlaw
formerly Whitewalls,SEAT_OF,House Butterwell
Roger Hogg,ALLIED_WITH,House Hogg of Sow's Horn
House Grafton of Gulltown,IN_REGION,The Vale
House Edgerton,SWORN_TO,House Baratheon of King's Landing
Alys Arryn,ALLIED_WITH,House Targaryen of King's Landing
Raymund Frey,ALLIED_WITH,House Frey of the Crossing
Cregan Stark,SPOUSE,Arra Norrey
Skyreach,SEAT_OF,House Fowler of Skyreach
Theodan Wells,ALLIED_WITH,House Wells
Catelyn Bracken,ALLIED_WITH,House Bracken of Stone Hedge
Ronald Connington,ALLIED_WITH,House Connington of Griffin's Roost
Davos Seaworth,PARENT_OF,Stannis Seaworth
Byron,ALLIED_WITH,House Baelish of the Fingers
Mors Martell,ALLIED_WITH,House Nymeros Martell of Sunspear
House Merlyn of Pebbleton,SWORN_TO,House Greyjoy of Pyke
Harrold Osgrey,ALLIED_WITH,House Osgrey of Standfast
Orkmont,SEAT_OF,House Orkwood of Orkmont
Geremy Frey,ALLIED_WITH,House Frey of the Crossing
House Tarly of Horn Hill,IN_REGION,The Reach
Daemon Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing
Tyrion Tanner,ALLIED_WITH,House Stokeworth of Stokeworth
House Vance of Wayfarer's Rest,SWORN_TO,House Baelish of Harrenhal
Oswell Kettleblack,ALLIED_WITH,House Kettleblack
Humfrey Swyft,ALLIED_WITH,House Swyft of Cornfield
Jeyne Farman,ALLIED_WITH,House Farman of Faircastle
House Ambrose,IN_REGION,The Reach
Arya Flint,ALLIED_WITH,House Stark of Winterfell
Gynir,ALLIED_WITH,House Greyjoy of Pyke
Marna Locke,ALLIED_WITH,House Locke of Oldcastle
House Kellington,IN_REGION,The Stormlands
House Lanny,IN_REGION,The Westerlands
Crakehall,SEAT_OF,House Crakehall of Crakehall
Danos Slynt,ALLIED_WITH,House Slynt of Harrenhal
House Peasebury of Poddingfield,LED_BY,Robin Peasebury
House Whent of Harrenhal,LED_BY,Shella Whent
